Epoch: 0, time: 1.385, Train Loss: 3.355e-02,Vali Loss: 1.673e-02, Train l2: 0.7967, Vali l2: 0.5947
Epoch: 124, time: 0.951, Train Loss: 1.491e-04,Vali Loss: 1.617e-04, Train l2: 0.0498, Vali l2: 0.0500
Epoch: 125, time: 1.157, Train Loss: 1.373e-04,Vali Loss: 1.674e-04, Train l2: 0.0473, Vali l2: 0.0510
Epoch: 126, time: 0.984, Train Loss: 1.343e-04,Vali Loss: 1.982e-04, Train l2: 0.0474, Vali l2: 0.0528
Epoch: 127, time: 1.013, Train Loss: 1.439e-04,Vali Loss: 1.942e-04, Train l2: 0.0486, Vali l2: 0.0529
Epoch: 128, time: 1.013, Train Loss: 1.602e-04,Vali Loss: 2.175e-04, Train l2: 0.0510, Vali l2: 0.0551
Epoch: 129, time: 1.174, Train Loss: 1.466e-04,Vali Loss: 1.871e-04, Train l2: 0.0488, Vali l2: 0.0539
Epoch: 130, time: 1.117, Train Loss: 1.492e-04,Vali Loss: 2.076e-04, Train l2: 0.0499, Vali l2: 0.0553
Epoch: 131, time: 1.059, Train Loss: 1.416e-04,Vali Loss: 1.696e-04, Train l2: 0.0482, Vali l2: 0.0501
Epoch: 132, time: 1.718, Train Loss: 1.332e-04,Vali Loss: 1.754e-04, Train l2: 0.0465, Vali l2: 0.0517
Epoch: 133, time: 1.424, Train Loss: 1.330e-04,Vali Loss: 1.502e-04, Train l2: 0.0474, Vali l2: 0.0464
Epoch: 134, time: 1.680, Train Loss: 1.287e-04,Vali Loss: 1.938e-04, Train l2: 0.0465, Vali l2: 0.0536
Epoch: 135, time: 0.954, Train Loss: 1.383e-04,Vali Loss: 1.616e-04, Train l2: 0.0472, Vali l2: 0.0497
Epoch: 136, time: 0.956, Train Loss: 1.419e-04,Vali Loss: 1.713e-04, Train l2: 0.0479, Vali l2: 0.0507
Epoch: 137, time: 0.958, Train Loss: 1.273e-04,Vali Loss: 1.512e-04, Train l2: 0.0461, Vali l2: 0.0486
Epoch: 138, time: 0.957, Train Loss: 1.372e-04,Vali Loss: 2.632e-04, Train l2: 0.0481, Vali l2: 0.0564
Epoch: 139, time: 0.957, Train Loss: 1.371e-04,Vali Loss: 1.666e-04, Train l2: 0.0478, Vali l2: 0.0500
Epoch: 140, time: 1.822, Train Loss: 1.327e-04,Vali Loss: 1.805e-04, Train l2: 0.0467, Vali l2: 0.0506
Epoch: 141, time: 0.987, Train Loss: 1.279e-04,Vali Loss: 1.545e-04, Train l2: 0.0453, Vali l2: 0.0465
Epoch: 142, time: 0.993, Train Loss: 1.243e-04,Vali Loss: 1.832e-04, Train l2: 0.0450, Vali l2: 0.0495
Epoch: 143, time: 1.621, Train Loss: 1.208e-04,Vali Loss: 1.550e-04, Train l2: 0.0449, Vali l2: 0.0489
Epoch: 144, time: 1.520, Train Loss: 1.280e-04,Vali Loss: 2.292e-04, Train l2: 0.0458, Vali l2: 0.0556
Epoch: 145, time: 0.969, Train Loss: 1.258e-04,Vali Loss: 1.540e-04, Train l2: 0.0459, Vali l2: 0.0492
Epoch: 146, time: 1.032, Train Loss: 1.228e-04,Vali Loss: 1.557e-04, Train l2: 0.0453, Vali l2: 0.0471
Epoch: 147, time: 0.969, Train Loss: 1.251e-04,Vali Loss: 1.625e-04, Train l2: 0.0455, Vali l2: 0.0480
Epoch: 148, time: 0.969, Train Loss: 1.266e-04,Vali Loss: 1.542e-04, Train l2: 0.0451, Vali l2: 0.0480
Epoch: 149, time: 1.047, Train Loss: 1.190e-04,Vali Loss: 1.805e-04, Train l2: 0.0451, Vali l2: 0.0495
Epoch: 150, time: 0.969, Train Loss: 1.289e-04,Vali Loss: 1.708e-04, Train l2: 0.0461, Vali l2: 0.0506
Epoch: 151, time: 1.002, Train Loss: 1.235e-04,Vali Loss: 1.570e-04, Train l2: 0.0461, Vali l2: 0.0479
Epoch: 152, time: 1.951, Train Loss: 1.128e-04,Vali Loss: 1.504e-04, Train l2: 0.0434, Vali l2: 0.0479
Epoch: 153, time: 2.424, Train Loss: 1.175e-04,Vali Loss: 1.643e-04, Train l2: 0.0449, Vali l2: 0.0509
Epoch: 154, time: 2.981, Train Loss: 1.408e-04,Vali Loss: 1.592e-04, Train l2: 0.0479, Vali l2: 0.0496
Epoch: 155, time: 1.749, Train Loss: 1.230e-04,Vali Loss: 1.744e-04, Train l2: 0.0457, Vali l2: 0.0513
Epoch: 156, time: 2.071, Train Loss: 1.322e-04,Vali Loss: 1.844e-04, Train l2: 0.0469, Vali l2: 0.0526
Epoch: 157, time: 0.943, Train Loss: 1.157e-04,Vali Loss: 1.757e-04, Train l2: 0.0437, Vali l2: 0.0486
Epoch: 158, time: 0.942, Train Loss: 1.202e-04,Vali Loss: 1.585e-04, Train l2: 0.0445, Vali l2: 0.0495
Epoch: 159, time: 0.951, Train Loss: 1.268e-04,Vali Loss: 1.718e-04, Train l2: 0.0456, Vali l2: 0.0512
Epoch: 160, time: 0.967, Train Loss: 1.216e-04,Vali Loss: 1.472e-04, Train l2: 0.0452, Vali l2: 0.0467
Epoch: 161, time: 0.966, Train Loss: 1.176e-04,Vali Loss: 1.901e-04, Train l2: 0.0439, Vali l2: 0.0512
Epoch: 162, time: 1.184, Train Loss: 1.119e-04,Vali Loss: 1.300e-04, Train l2: 0.0433, Vali l2: 0.0448
Epoch: 163, time: 0.948, Train Loss: 1.177e-04,Vali Loss: 1.333e-04, Train l2: 0.0435, Vali l2: 0.0443
Epoch: 164, time: 0.944, Train Loss: 1.213e-04,Vali Loss: 1.420e-04, Train l2: 0.0456, Vali l2: 0.0465
Epoch: 165, time: 0.969, Train Loss: 1.096e-04,Vali Loss: 1.498e-04, Train l2: 0.0432, Vali l2: 0.0459
Epoch: 166, time: 0.942, Train Loss: 1.143e-04,Vali Loss: 1.776e-04, Train l2: 0.0439, Vali l2: 0.0506
Epoch: 167, time: 0.942, Train Loss: 1.211e-04,Vali Loss: 1.461e-04, Train l2: 0.0448, Vali l2: 0.0461
Epoch: 168, time: 2.011, Train Loss: 1.060e-04,Vali Loss: 1.520e-04, Train l2: 0.0426, Vali l2: 0.0455
Epoch: 169, time: 1.924, Train Loss: 1.322e-04,Vali Loss: 1.604e-04, Train l2: 0.0455, Vali l2: 0.0504
Epoch: 170, time: 1.819, Train Loss: 1.215e-04,Vali Loss: 1.444e-04, Train l2: 0.0457, Vali l2: 0.0465
Epoch: 171, time: 1.409, Train Loss: 1.277e-04,Vali Loss: 1.682e-04, Train l2: 0.0456, Vali l2: 0.0487
Epoch: 172, time: 1.013, Train Loss: 1.325e-04,Vali Loss: 1.481e-04, Train l2: 0.0467, Vali l2: 0.0466
Epoch: 173, time: 1.095, Train Loss: 1.170e-04,Vali Loss: 1.515e-04, Train l2: 0.0443, Vali l2: 0.0489
Epoch: 174, time: 0.949, Train Loss: 1.300e-04,Vali Loss: 1.503e-04, Train l2: 0.0468, Vali l2: 0.0489
Epoch: 175, time: 0.945, Train Loss: 1.069e-04,Vali Loss: 1.520e-04, Train l2: 0.0426, Vali l2: 0.0470
Epoch: 176, time: 1.169, Train Loss: 1.042e-04,Vali Loss: 1.708e-04, Train l2: 0.0420, Vali l2: 0.0485
Epoch: 177, time: 0.943, Train Loss: 1.088e-04,Vali Loss: 1.863e-04, Train l2: 0.0429, Vali l2: 0.0509
Epoch: 178, time: 0.946, Train Loss: 1.156e-04,Vali Loss: 1.621e-04, Train l2: 0.0440, Vali l2: 0.0483
Epoch: 179, time: 0.946, Train Loss: 1.045e-04,Vali Loss: 1.894e-04, Train l2: 0.0420, Vali l2: 0.0484
Epoch: 180, time: 0.945, Train Loss: 1.108e-04,Vali Loss: 1.530e-04, Train l2: 0.0434, Vali l2: 0.0481
Epoch: 181, time: 0.941, Train Loss: 1.251e-04,Vali Loss: 1.815e-04, Train l2: 0.0458, Vali l2: 0.0507
Epoch: 182, time: 1.001, Train Loss: 1.060e-04,Vali Loss: 1.700e-04, Train l2: 0.0427, Vali l2: 0.0500
Epoch: 183, time: 0.975, Train Loss: 1.085e-04,Vali Loss: 1.404e-04, Train l2: 0.0427, Vali l2: 0.0461
Epoch: 184, time: 0.999, Train Loss: 1.175e-04,Vali Loss: 1.518e-04, Train l2: 0.0446, Vali l2: 0.0483
Epoch: 185, time: 0.942, Train Loss: 1.033e-04,Vali Loss: 1.264e-04, Train l2: 0.0420, Vali l2: 0.0444
Epoch: 186, time: 0.941, Train Loss: 1.056e-04,Vali Loss: 1.313e-04, Train l2: 0.0423, Vali l2: 0.0452
Epoch: 187, time: 0.946, Train Loss: 1.155e-04,Vali Loss: 1.411e-04, Train l2: 0.0442, Vali l2: 0.0466
Epoch: 188, time: 0.982, Train Loss: 1.321e-04,Vali Loss: 1.318e-04, Train l2: 0.0470, Vali l2: 0.0453
Epoch: 189, time: 0.956, Train Loss: 1.066e-04,Vali Loss: 1.554e-04, Train l2: 0.0422, Vali l2: 0.0476
Epoch: 190, time: 0.946, Train Loss: 1.076e-04,Vali Loss: 1.383e-04, Train l2: 0.0424, Vali l2: 0.0438
Epoch: 191, time: 0.944, Train Loss: 1.003e-04,Vali Loss: 1.516e-04, Train l2: 0.0406, Vali l2: 0.0474
Epoch: 192, time: 0.942, Train Loss: 1.024e-04,Vali Loss: 1.723e-04, Train l2: 0.0415, Vali l2: 0.0468
Epoch: 193, time: 0.947, Train Loss: 1.074e-04,Vali Loss: 1.377e-04, Train l2: 0.0426, Vali l2: 0.0447
Epoch: 194, time: 0.944, Train Loss: 1.044e-04,Vali Loss: 1.474e-04, Train l2: 0.0414, Vali l2: 0.0462
Epoch: 195, time: 0.942, Train Loss: 1.077e-04,Vali Loss: 1.452e-04, Train l2: 0.0423, Vali l2: 0.0477
Epoch: 196, time: 0.948, Train Loss: 1.204e-04,Vali Loss: 1.359e-04, Train l2: 0.0443, Vali l2: 0.0433
Epoch: 197, time: 0.971, Train Loss: 1.028e-04,Vali Loss: 1.604e-04, Train l2: 0.0416, Vali l2: 0.0478
Epoch: 198, time: 0.964, Train Loss: 1.084e-04,Vali Loss: 1.315e-04, Train l2: 0.0423, Vali l2: 0.0469
Epoch: 199, time: 0.974, Train Loss: 1.079e-04,Vali Loss: 1.289e-04, Train l2: 0.0431, Vali l2: 0.0443
Epoch: 200, time: 0.944, Train Loss: 8.050e-05,Vali Loss: 1.134e-04, Train l2: 0.0361, Vali l2: 0.0383
Epoch: 201, time: 1.096, Train Loss: 7.666e-05,Vali Loss: 1.209e-04, Train l2: 0.0351, Vali l2: 0.0405
Epoch: 202, time: 0.990, Train Loss: 7.469e-05,Vali Loss: 1.001e-04, Train l2: 0.0343, Vali l2: 0.0374
Epoch: 203, time: 0.944, Train Loss: 7.520e-05,Vali Loss: 1.082e-04, Train l2: 0.0340, Vali l2: 0.0381
Epoch: 204, time: 1.120, Train Loss: 7.122e-05,Vali Loss: 1.241e-04, Train l2: 0.0337, Vali l2: 0.0414
Epoch: 205, time: 1.121, Train Loss: 7.017e-05,Vali Loss: 1.190e-04, Train l2: 0.0335, Vali l2: 0.0407
Epoch: 206, time: 0.948, Train Loss: 7.158e-05,Vali Loss: 1.069e-04, Train l2: 0.0338, Vali l2: 0.0392
