Epoch: 0, time: 0.454, Train Loss: 9.146e+00,Vali Loss: 9.125e-01, Train l2: 1.1313, Vali l2: 1.0199
Epoch: 93, time: 0.063, Train Loss: 8.458e+00,Vali Loss: 8.587e-01, Train l2: 0.1784, Vali l2: 0.6538
Epoch: 94, time: 0.063, Train Loss: 8.460e+00,Vali Loss: 1.031e+00, Train l2: 0.1988, Vali l2: 0.6879
Epoch: 95, time: 0.063, Train Loss: 8.477e+00,Vali Loss: 1.018e+00, Train l2: 0.1732, Vali l2: 0.6776
Epoch: 96, time: 0.063, Train Loss: 8.472e+00,Vali Loss: 1.048e+00, Train l2: 0.1645, Vali l2: 0.6645
Epoch: 97, time: 0.063, Train Loss: 8.469e+00,Vali Loss: 8.777e-01, Train l2: 0.1531, Vali l2: 0.6454
Epoch: 98, time: 0.063, Train Loss: 8.467e+00,Vali Loss: 9.602e-01, Train l2: 0.1425, Vali l2: 0.6832
Epoch: 99, time: 0.063, Train Loss: 8.462e+00,Vali Loss: 8.960e-01, Train l2: 0.1436, Vali l2: 0.6631
Epoch: 100, time: 0.063, Train Loss: 8.443e+00,Vali Loss: 7.671e-01, Train l2: 0.1383, Vali l2: 0.6380
Epoch: 101, time: 0.063, Train Loss: 8.446e+00,Vali Loss: 1.002e+00, Train l2: 0.1282, Vali l2: 0.6713
Epoch: 102, time: 0.063, Train Loss: 8.450e+00,Vali Loss: 1.013e+00, Train l2: 0.1245, Vali l2: 0.6699
Epoch: 103, time: 0.063, Train Loss: 8.450e+00,Vali Loss: 7.330e-01, Train l2: 0.1279, Vali l2: 0.6221
Epoch: 104, time: 0.063, Train Loss: 8.451e+00,Vali Loss: 1.084e+00, Train l2: 0.1286, Vali l2: 0.7037
Epoch: 105, time: 0.063, Train Loss: 8.441e+00,Vali Loss: 1.111e+00, Train l2: 0.1362, Vali l2: 0.6854
Epoch: 106, time: 0.063, Train Loss: 8.434e+00,Vali Loss: 1.172e+00, Train l2: 0.1366, Vali l2: 0.7089
Epoch: 107, time: 0.063, Train Loss: 8.431e+00,Vali Loss: 9.914e-01, Train l2: 0.1334, Vali l2: 0.6893
Epoch: 108, time: 0.063, Train Loss: 8.442e+00,Vali Loss: 7.847e-01, Train l2: 0.1362, Vali l2: 0.6267
Epoch: 109, time: 0.063, Train Loss: 8.435e+00,Vali Loss: 1.142e+00, Train l2: 0.1343, Vali l2: 0.6775
Epoch: 110, time: 0.063, Train Loss: 8.430e+00,Vali Loss: 1.009e+00, Train l2: 0.1323, Vali l2: 0.6833
Epoch: 111, time: 0.063, Train Loss: 8.441e+00,Vali Loss: 9.650e-01, Train l2: 0.1315, Vali l2: 0.6651
Epoch: 112, time: 0.063, Train Loss: 8.436e+00,Vali Loss: 9.435e-01, Train l2: 0.1354, Vali l2: 0.6573
Epoch: 113, time: 0.063, Train Loss: 8.426e+00,Vali Loss: 1.140e+00, Train l2: 0.1258, Vali l2: 0.6859
Epoch: 114, time: 0.063, Train Loss: 8.424e+00,Vali Loss: 1.020e+00, Train l2: 0.1276, Vali l2: 0.6652
Epoch: 115, time: 0.063, Train Loss: 8.429e+00,Vali Loss: 6.907e-01, Train l2: 0.1315, Vali l2: 0.5877
Epoch: 116, time: 0.063, Train Loss: 8.425e+00,Vali Loss: 1.143e+00, Train l2: 0.1322, Vali l2: 0.7000
Epoch: 117, time: 0.063, Train Loss: 8.424e+00,Vali Loss: 9.736e-01, Train l2: 0.1413, Vali l2: 0.6489
Epoch: 118, time: 0.063, Train Loss: 8.413e+00,Vali Loss: 9.879e-01, Train l2: 0.1553, Vali l2: 0.6831
Epoch: 119, time: 0.063, Train Loss: 8.422e+00,Vali Loss: 8.336e-01, Train l2: 0.1535, Vali l2: 0.6207
Epoch: 120, time: 0.063, Train Loss: 8.413e+00,Vali Loss: 1.193e+00, Train l2: 0.1526, Vali l2: 0.7081
Epoch: 121, time: 0.063, Train Loss: 8.422e+00,Vali Loss: 8.545e-01, Train l2: 0.1436, Vali l2: 0.6457
Epoch: 122, time: 0.063, Train Loss: 8.418e+00,Vali Loss: 9.900e-01, Train l2: 0.1489, Vali l2: 0.6575
Epoch: 123, time: 0.063, Train Loss: 8.419e+00,Vali Loss: 9.286e-01, Train l2: 0.1286, Vali l2: 0.6455
Epoch: 124, time: 0.063, Train Loss: 8.418e+00,Vali Loss: 8.989e-01, Train l2: 0.1317, Vali l2: 0.6538
Epoch: 125, time: 0.063, Train Loss: 8.422e+00,Vali Loss: 1.120e+00, Train l2: 0.1245, Vali l2: 0.6764
Epoch: 126, time: 0.063, Train Loss: 8.410e+00,Vali Loss: 7.575e-01, Train l2: 0.1203, Vali l2: 0.6151
Epoch: 127, time: 0.063, Train Loss: 8.417e+00,Vali Loss: 1.149e+00, Train l2: 0.1208, Vali l2: 0.6727
Epoch: 128, time: 0.063, Train Loss: 8.413e+00,Vali Loss: 9.648e-01, Train l2: 0.1190, Vali l2: 0.6571
Epoch: 129, time: 0.063, Train Loss: 8.409e+00,Vali Loss: 1.181e+00, Train l2: 0.1200, Vali l2: 0.6837
Epoch: 130, time: 0.063, Train Loss: 8.409e+00,Vali Loss: 9.331e-01, Train l2: 0.1265, Vali l2: 0.6690
Epoch: 131, time: 0.063, Train Loss: 8.413e+00,Vali Loss: 9.856e-01, Train l2: 0.1253, Vali l2: 0.6613
Epoch: 132, time: 0.063, Train Loss: 8.430e+00,Vali Loss: 1.181e+00, Train l2: 0.1253, Vali l2: 0.6994
Epoch: 133, time: 0.063, Train Loss: 8.408e+00,Vali Loss: 9.253e-01, Train l2: 0.1433, Vali l2: 0.6294
Epoch: 134, time: 0.063, Train Loss: 8.401e+00,Vali Loss: 9.823e-01, Train l2: 0.1337, Vali l2: 0.6437
Epoch: 135, time: 0.063, Train Loss: 8.405e+00,Vali Loss: 1.032e+00, Train l2: 0.1327, Vali l2: 0.6606
Epoch: 136, time: 0.063, Train Loss: 8.400e+00,Vali Loss: 1.177e+00, Train l2: 0.1282, Vali l2: 0.6928
Epoch: 137, time: 0.063, Train Loss: 8.402e+00,Vali Loss: 9.540e-01, Train l2: 0.1275, Vali l2: 0.6490
Epoch: 138, time: 0.063, Train Loss: 8.395e+00,Vali Loss: 9.073e-01, Train l2: 0.1291, Vali l2: 0.6195
Epoch: 139, time: 0.063, Train Loss: 8.404e+00,Vali Loss: 1.189e+00, Train l2: 0.1331, Vali l2: 0.6988
Epoch: 140, time: 0.063, Train Loss: 8.393e+00,Vali Loss: 9.227e-01, Train l2: 0.1286, Vali l2: 0.6343
Epoch: 141, time: 0.063, Train Loss: 8.397e+00,Vali Loss: 1.223e+00, Train l2: 0.1208, Vali l2: 0.6930
Epoch: 142, time: 0.063, Train Loss: 8.401e+00,Vali Loss: 9.514e-01, Train l2: 0.1188, Vali l2: 0.6673
Epoch: 143, time: 0.063, Train Loss: 8.392e+00,Vali Loss: 8.276e-01, Train l2: 0.1192, Vali l2: 0.6130
Epoch: 144, time: 0.063, Train Loss: 8.393e+00,Vali Loss: 7.788e-01, Train l2: 0.1208, Vali l2: 0.6174
Epoch: 145, time: 0.063, Train Loss: 8.397e+00,Vali Loss: 1.072e+00, Train l2: 0.1234, Vali l2: 0.6627
Epoch: 146, time: 0.063, Train Loss: 8.393e+00,Vali Loss: 9.027e-01, Train l2: 0.1246, Vali l2: 0.6432
Epoch: 147, time: 0.063, Train Loss: 8.392e+00,Vali Loss: 9.384e-01, Train l2: 0.1193, Vali l2: 0.6257
Epoch: 148, time: 0.066, Train Loss: 8.389e+00,Vali Loss: 8.705e-01, Train l2: 0.1183, Vali l2: 0.6524
Epoch: 149, time: 0.063, Train Loss: 8.383e+00,Vali Loss: 9.853e-01, Train l2: 0.1172, Vali l2: 0.6433
Epoch: 150, time: 0.063, Train Loss: 8.390e+00,Vali Loss: 7.818e-01, Train l2: 0.1182, Vali l2: 0.6013
Epoch: 151, time: 0.063, Train Loss: 8.382e+00,Vali Loss: 9.923e-01, Train l2: 0.1155, Vali l2: 0.6592
Epoch: 152, time: 0.063, Train Loss: 8.379e+00,Vali Loss: 1.042e+00, Train l2: 0.1188, Vali l2: 0.6468
Epoch: 153, time: 0.063, Train Loss: 8.381e+00,Vali Loss: 1.035e+00, Train l2: 0.1189, Vali l2: 0.6531
Epoch: 154, time: 0.063, Train Loss: 8.378e+00,Vali Loss: 1.111e+00, Train l2: 0.1178, Vali l2: 0.6524
Epoch: 155, time: 0.063, Train Loss: 8.385e+00,Vali Loss: 1.297e+00, Train l2: 0.1228, Vali l2: 0.7184
Epoch: 156, time: 0.063, Train Loss: 8.375e+00,Vali Loss: 1.202e+00, Train l2: 0.1234, Vali l2: 0.6821
Epoch: 157, time: 0.063, Train Loss: 8.371e+00,Vali Loss: 9.024e-01, Train l2: 0.1250, Vali l2: 0.6338
Epoch: 158, time: 0.063, Train Loss: 8.378e+00,Vali Loss: 8.831e-01, Train l2: 0.1264, Vali l2: 0.6343
Epoch: 159, time: 0.063, Train Loss: 8.385e+00,Vali Loss: 1.051e+00, Train l2: 0.1241, Vali l2: 0.6708
Epoch: 160, time: 0.063, Train Loss: 8.366e+00,Vali Loss: 8.336e-01, Train l2: 0.1343, Vali l2: 0.6392
Epoch: 161, time: 0.063, Train Loss: 8.376e+00,Vali Loss: 1.097e+00, Train l2: 0.1327, Vali l2: 0.6331
Epoch: 162, time: 0.063, Train Loss: 8.359e+00,Vali Loss: 9.753e-01, Train l2: 0.1411, Vali l2: 0.6509
Epoch: 163, time: 0.063, Train Loss: 8.373e+00,Vali Loss: 9.675e-01, Train l2: 0.1327, Vali l2: 0.6635
Epoch: 164, time: 0.063, Train Loss: 8.381e+00,Vali Loss: 9.010e-01, Train l2: 0.1273, Vali l2: 0.6580
Epoch: 165, time: 0.063, Train Loss: 8.374e+00,Vali Loss: 9.272e-01, Train l2: 0.1236, Vali l2: 0.6498
Epoch: 166, time: 0.063, Train Loss: 8.371e+00,Vali Loss: 1.264e+00, Train l2: 0.1253, Vali l2: 0.7130
Epoch: 167, time: 0.063, Train Loss: 8.364e+00,Vali Loss: 8.155e-01, Train l2: 0.1232, Vali l2: 0.6212
Epoch: 168, time: 0.063, Train Loss: 8.372e+00,Vali Loss: 1.262e+00, Train l2: 0.1231, Vali l2: 0.7183
Epoch: 169, time: 0.063, Train Loss: 8.364e+00,Vali Loss: 8.556e-01, Train l2: 0.1230, Vali l2: 0.6555
Epoch: 170, time: 0.063, Train Loss: 8.366e+00,Vali Loss: 8.852e-01, Train l2: 0.1142, Vali l2: 0.6405
Epoch: 171, time: 0.063, Train Loss: 8.364e+00,Vali Loss: 9.709e-01, Train l2: 0.1188, Vali l2: 0.6364
Epoch: 172, time: 0.063, Train Loss: 8.367e+00,Vali Loss: 7.861e-01, Train l2: 0.1201, Vali l2: 0.6388
Epoch: 173, time: 0.063, Train Loss: 8.366e+00,Vali Loss: 8.574e-01, Train l2: 0.1176, Vali l2: 0.6121
Epoch: 174, time: 0.063, Train Loss: 8.367e+00,Vali Loss: 1.118e+00, Train l2: 0.1263, Vali l2: 0.6809
Epoch: 175, time: 0.063, Train Loss: 8.354e+00,Vali Loss: 1.026e+00, Train l2: 0.1266, Vali l2: 0.6699
Epoch: 176, time: 0.063, Train Loss: 8.363e+00,Vali Loss: 8.724e-01, Train l2: 0.1225, Vali l2: 0.6385
Epoch: 177, time: 0.063, Train Loss: 8.360e+00,Vali Loss: 1.111e+00, Train l2: 0.1301, Vali l2: 0.6752
Epoch: 178, time: 0.063, Train Loss: 8.372e+00,Vali Loss: 1.068e+00, Train l2: 0.1432, Vali l2: 0.6582
Epoch: 179, time: 0.063, Train Loss: 8.362e+00,Vali Loss: 1.138e+00, Train l2: 0.1294, Vali l2: 0.6760
Epoch: 180, time: 0.063, Train Loss: 8.342e+00,Vali Loss: 7.559e-01, Train l2: 0.1337, Vali l2: 0.6212
Epoch: 181, time: 0.063, Train Loss: 8.360e+00,Vali Loss: 8.781e-01, Train l2: 0.1287, Vali l2: 0.6338
Epoch: 182, time: 0.063, Train Loss: 8.352e+00,Vali Loss: 9.006e-01, Train l2: 0.1304, Vali l2: 0.6421
Epoch: 183, time: 0.063, Train Loss: 8.369e+00,Vali Loss: 9.450e-01, Train l2: 0.1249, Vali l2: 0.6528
Epoch: 184, time: 0.063, Train Loss: 8.361e+00,Vali Loss: 9.027e-01, Train l2: 0.1222, Vali l2: 0.6531
Epoch: 185, time: 0.063, Train Loss: 8.347e+00,Vali Loss: 9.785e-01, Train l2: 0.1252, Vali l2: 0.6590
Epoch: 186, time: 0.063, Train Loss: 8.352e+00,Vali Loss: 1.174e+00, Train l2: 0.1238, Vali l2: 0.7084
Epoch: 187, time: 0.063, Train Loss: 8.363e+00,Vali Loss: 1.034e+00, Train l2: 0.1363, Vali l2: 0.6442
Epoch: 188, time: 0.063, Train Loss: 8.348e+00,Vali Loss: 1.186e+00, Train l2: 0.1309, Vali l2: 0.7022
Epoch: 189, time: 0.063, Train Loss: 8.355e+00,Vali Loss: 8.428e-01, Train l2: 0.1289, Vali l2: 0.5940
Epoch: 190, time: 0.063, Train Loss: 8.358e+00,Vali Loss: 9.684e-01, Train l2: 0.1303, Vali l2: 0.6660
Epoch: 191, time: 0.063, Train Loss: 8.348e+00,Vali Loss: 8.950e-01, Train l2: 0.1434, Vali l2: 0.6336
Epoch: 192, time: 0.063, Train Loss: 8.350e+00,Vali Loss: 9.244e-01, Train l2: 0.1438, Vali l2: 0.6215
Epoch: 193, time: 0.063, Train Loss: 8.346e+00,Vali Loss: 1.176e+00, Train l2: 0.1380, Vali l2: 0.6883
Epoch: 194, time: 0.063, Train Loss: 8.352e+00,Vali Loss: 1.110e+00, Train l2: 0.1223, Vali l2: 0.6776
Epoch: 195, time: 0.063, Train Loss: 8.353e+00,Vali Loss: 1.156e+00, Train l2: 0.1233, Vali l2: 0.6846
Epoch: 196, time: 0.063, Train Loss: 8.359e+00,Vali Loss: 1.009e+00, Train l2: 0.1170, Vali l2: 0.6607
Epoch: 197, time: 0.063, Train Loss: 8.349e+00,Vali Loss: 1.026e+00, Train l2: 0.1173, Vali l2: 0.6622
Epoch: 198, time: 0.063, Train Loss: 8.346e+00,Vali Loss: 9.703e-01, Train l2: 0.1222, Vali l2: 0.6591
Epoch: 199, time: 0.063, Train Loss: 8.344e+00,Vali Loss: 1.161e+00, Train l2: 0.1191, Vali l2: 0.6648
Epoch: 200, time: 0.063, Train Loss: 8.343e+00,Vali Loss: 1.153e+00, Train l2: 0.1141, Vali l2: 0.6893
Epoch: 201, time: 0.063, Train Loss: 8.343e+00,Vali Loss: 9.483e-01, Train l2: 0.1121, Vali l2: 0.6413
Epoch: 202, time: 0.063, Train Loss: 8.345e+00,Vali Loss: 9.236e-01, Train l2: 0.1113, Vali l2: 0.6335
Epoch: 203, time: 0.063, Train Loss: 8.343e+00,Vali Loss: 7.956e-01, Train l2: 0.1112, Vali l2: 0.5915
Epoch: 204, time: 0.063, Train Loss: 8.343e+00,Vali Loss: 8.380e-01, Train l2: 0.1088, Vali l2: 0.6107
Epoch: 205, time: 0.063, Train Loss: 8.342e+00,Vali Loss: 8.674e-01, Train l2: 0.1094, Vali l2: 0.6034
Epoch: 206, time: 0.063, Train Loss: 8.345e+00,Vali Loss: 9.097e-01, Train l2: 0.1072, Vali l2: 0.6365
