Epoch: 0, time: 0.483, Train Loss: 2.117e-01,Vali Loss: 1.419e-01, Train l2: 4.2885, Vali l2: 4.5347
Epoch: 60, time: 0.081, Train Loss: 5.842e-02,Vali Loss: 4.335e-02, Train l2: 0.9709, Vali l2: 0.8539
Epoch: 61, time: 0.083, Train Loss: 5.906e-02,Vali Loss: 4.767e-02, Train l2: 1.0094, Vali l2: 1.0265
Epoch: 62, time: 0.083, Train Loss: 6.156e-02,Vali Loss: 4.287e-02, Train l2: 1.0193, Vali l2: 0.9073
Epoch: 63, time: 0.080, Train Loss: 5.696e-02,Vali Loss: 5.624e-02, Train l2: 1.0118, Vali l2: 1.1670
Epoch: 64, time: 0.083, Train Loss: 7.086e-02,Vali Loss: 5.283e-02, Train l2: 1.1382, Vali l2: 1.0876
Epoch: 65, time: 0.079, Train Loss: 6.796e-02,Vali Loss: 5.167e-02, Train l2: 1.0423, Vali l2: 0.9431
Epoch: 66, time: 0.081, Train Loss: 6.722e-02,Vali Loss: 5.252e-02, Train l2: 1.0107, Vali l2: 0.9456
Epoch: 67, time: 0.080, Train Loss: 6.442e-02,Vali Loss: 4.971e-02, Train l2: 0.9999, Vali l2: 1.0043
Epoch: 68, time: 0.081, Train Loss: 6.722e-02,Vali Loss: 4.977e-02, Train l2: 1.0390, Vali l2: 0.9054
Epoch: 69, time: 0.079, Train Loss: 6.142e-02,Vali Loss: 5.686e-02, Train l2: 0.9965, Vali l2: 1.1676
Epoch: 70, time: 0.079, Train Loss: 6.793e-02,Vali Loss: 4.762e-02, Train l2: 1.0852, Vali l2: 0.9411
Epoch: 71, time: 0.082, Train Loss: 6.047e-02,Vali Loss: 5.135e-02, Train l2: 1.0091, Vali l2: 1.0436
Epoch: 72, time: 0.082, Train Loss: 6.829e-02,Vali Loss: 5.460e-02, Train l2: 1.0979, Vali l2: 1.0573
Epoch: 73, time: 0.079, Train Loss: 6.537e-02,Vali Loss: 5.173e-02, Train l2: 1.0288, Vali l2: 1.0320
Epoch: 74, time: 0.079, Train Loss: 6.621e-02,Vali Loss: 4.708e-02, Train l2: 1.0208, Vali l2: 1.0069
Epoch: 75, time: 0.080, Train Loss: 6.198e-02,Vali Loss: 5.183e-02, Train l2: 1.0369, Vali l2: 1.0775
Epoch: 76, time: 0.083, Train Loss: 7.072e-02,Vali Loss: 5.992e-02, Train l2: 1.0955, Vali l2: 1.0337
Epoch: 77, time: 0.079, Train Loss: 6.896e-02,Vali Loss: 5.262e-02, Train l2: 1.0296, Vali l2: 0.9699
Epoch: 78, time: 0.082, Train Loss: 6.607e-02,Vali Loss: 5.149e-02, Train l2: 1.0395, Vali l2: 1.0961
Epoch: 79, time: 0.083, Train Loss: 6.668e-02,Vali Loss: 5.398e-02, Train l2: 1.0255, Vali l2: 1.1402
Epoch: 80, time: 0.079, Train Loss: 6.537e-02,Vali Loss: 5.211e-02, Train l2: 1.0279, Vali l2: 1.0001
Epoch: 81, time: 0.081, Train Loss: 6.785e-02,Vali Loss: 5.395e-02, Train l2: 1.0304, Vali l2: 0.9674
Epoch: 82, time: 0.079, Train Loss: 6.712e-02,Vali Loss: 4.547e-02, Train l2: 1.0106, Vali l2: 1.0204
Epoch: 83, time: 0.079, Train Loss: 6.660e-02,Vali Loss: 5.131e-02, Train l2: 1.0079, Vali l2: 0.9986
Epoch: 84, time: 0.078, Train Loss: 6.694e-02,Vali Loss: 5.452e-02, Train l2: 1.0537, Vali l2: 0.9746
Epoch: 85, time: 0.082, Train Loss: 6.799e-02,Vali Loss: 4.836e-02, Train l2: 1.0422, Vali l2: 0.9935
Epoch: 86, time: 0.081, Train Loss: 6.854e-02,Vali Loss: 5.344e-02, Train l2: 1.0681, Vali l2: 1.0561
Epoch: 87, time: 0.082, Train Loss: 7.083e-02,Vali Loss: 6.025e-02, Train l2: 1.0626, Vali l2: 1.0420
Epoch: 88, time: 0.081, Train Loss: 6.976e-02,Vali Loss: 5.312e-02, Train l2: 1.0512, Vali l2: 1.0398
Epoch: 89, time: 0.080, Train Loss: 6.908e-02,Vali Loss: 5.579e-02, Train l2: 1.0796, Vali l2: 1.0108
Epoch: 90, time: 0.087, Train Loss: 6.957e-02,Vali Loss: 5.348e-02, Train l2: 1.0512, Vali l2: 0.9501
Epoch: 91, time: 0.079, Train Loss: 6.185e-02,Vali Loss: 4.821e-02, Train l2: 1.0310, Vali l2: 0.9977
Epoch: 92, time: 0.080, Train Loss: 6.367e-02,Vali Loss: 4.826e-02, Train l2: 1.0012, Vali l2: 0.9218
Epoch: 93, time: 0.078, Train Loss: 6.559e-02,Vali Loss: 4.856e-02, Train l2: 1.0297, Vali l2: 0.9237
Epoch: 94, time: 0.081, Train Loss: 6.298e-02,Vali Loss: 4.965e-02, Train l2: 0.9838, Vali l2: 1.0154
Epoch: 95, time: 0.080, Train Loss: 6.428e-02,Vali Loss: 4.696e-02, Train l2: 1.0209, Vali l2: 0.9364
Epoch: 96, time: 0.080, Train Loss: 6.093e-02,Vali Loss: 5.046e-02, Train l2: 0.9912, Vali l2: 0.9838
Epoch: 97, time: 0.080, Train Loss: 6.351e-02,Vali Loss: 4.665e-02, Train l2: 1.0188, Vali l2: 0.9537
Epoch: 98, time: 0.080, Train Loss: 6.407e-02,Vali Loss: 4.953e-02, Train l2: 1.0002, Vali l2: 0.9827
Epoch: 99, time: 0.078, Train Loss: 6.444e-02,Vali Loss: 4.863e-02, Train l2: 0.9879, Vali l2: 0.8951
Epoch: 100, time: 0.080, Train Loss: 5.996e-02,Vali Loss: 4.734e-02, Train l2: 0.9828, Vali l2: 0.9134
Epoch: 101, time: 0.080, Train Loss: 6.073e-02,Vali Loss: 4.873e-02, Train l2: 0.9592, Vali l2: 0.9002
Epoch: 102, time: 0.079, Train Loss: 6.134e-02,Vali Loss: 4.780e-02, Train l2: 0.9533, Vali l2: 0.8939
Epoch: 103, time: 0.079, Train Loss: 6.039e-02,Vali Loss: 4.812e-02, Train l2: 0.9365, Vali l2: 0.8750
Epoch: 104, time: 0.080, Train Loss: 6.082e-02,Vali Loss: 4.614e-02, Train l2: 0.9426, Vali l2: 0.8787
Epoch: 105, time: 0.080, Train Loss: 5.970e-02,Vali Loss: 4.541e-02, Train l2: 0.9285, Vali l2: 0.8476
Epoch: 106, time: 0.081, Train Loss: 5.867e-02,Vali Loss: 4.481e-02, Train l2: 0.9165, Vali l2: 0.8963
Epoch: 107, time: 0.078, Train Loss: 5.627e-02,Vali Loss: 4.226e-02, Train l2: 0.9148, Vali l2: 0.8382
Epoch: 108, time: 0.080, Train Loss: 5.490e-02,Vali Loss: 4.281e-02, Train l2: 0.9105, Vali l2: 0.8683
Epoch: 109, time: 0.080, Train Loss: 5.601e-02,Vali Loss: 3.962e-02, Train l2: 0.9341, Vali l2: 0.9487
Epoch: 110, time: 0.078, Train Loss: 5.581e-02,Vali Loss: 4.378e-02, Train l2: 0.9132, Vali l2: 0.9146
Epoch: 111, time: 0.078, Train Loss: 5.740e-02,Vali Loss: 4.753e-02, Train l2: 0.9306, Vali l2: 0.8987
Epoch: 112, time: 0.081, Train Loss: 5.878e-02,Vali Loss: 4.414e-02, Train l2: 0.9516, Vali l2: 0.8668
Epoch: 113, time: 0.080, Train Loss: 5.757e-02,Vali Loss: 4.692e-02, Train l2: 0.9376, Vali l2: 0.8736
Epoch: 114, time: 0.081, Train Loss: 5.926e-02,Vali Loss: 4.337e-02, Train l2: 0.9592, Vali l2: 0.8729
Epoch: 115, time: 0.079, Train Loss: 6.024e-02,Vali Loss: 4.591e-02, Train l2: 0.9294, Vali l2: 0.8649
Epoch: 116, time: 0.079, Train Loss: 5.985e-02,Vali Loss: 4.522e-02, Train l2: 0.9128, Vali l2: 0.9068
Epoch: 117, time: 0.082, Train Loss: 5.615e-02,Vali Loss: 4.215e-02, Train l2: 0.9177, Vali l2: 0.8306
Epoch: 118, time: 0.084, Train Loss: 5.679e-02,Vali Loss: 4.313e-02, Train l2: 0.9111, Vali l2: 0.8409
Epoch: 119, time: 0.078, Train Loss: 5.676e-02,Vali Loss: 4.558e-02, Train l2: 0.9136, Vali l2: 0.9504
Epoch: 120, time: 0.082, Train Loss: 5.590e-02,Vali Loss: 4.314e-02, Train l2: 0.9166, Vali l2: 0.8247
Epoch: 121, time: 0.082, Train Loss: 5.653e-02,Vali Loss: 4.109e-02, Train l2: 0.9106, Vali l2: 0.8760
Epoch: 122, time: 0.079, Train Loss: 5.645e-02,Vali Loss: 4.262e-02, Train l2: 0.9204, Vali l2: 0.8569
Epoch: 123, time: 0.079, Train Loss: 5.749e-02,Vali Loss: 5.469e-02, Train l2: 0.9662, Vali l2: 1.1884
Epoch: 124, time: 0.081, Train Loss: 6.761e-02,Vali Loss: 5.149e-02, Train l2: 1.0665, Vali l2: 0.9405
Epoch: 125, time: 0.080, Train Loss: 6.383e-02,Vali Loss: 5.052e-02, Train l2: 0.9743, Vali l2: 0.9456
Epoch: 126, time: 0.079, Train Loss: 6.209e-02,Vali Loss: 4.411e-02, Train l2: 0.9434, Vali l2: 0.9317
Epoch: 127, time: 0.082, Train Loss: 6.039e-02,Vali Loss: 5.250e-02, Train l2: 0.9746, Vali l2: 1.0281
Epoch: 128, time: 0.079, Train Loss: 6.527e-02,Vali Loss: 4.806e-02, Train l2: 1.0229, Vali l2: 1.0670
Epoch: 129, time: 0.083, Train Loss: 6.392e-02,Vali Loss: 5.026e-02, Train l2: 0.9697, Vali l2: 0.8946
Epoch: 130, time: 0.079, Train Loss: 6.167e-02,Vali Loss: 4.531e-02, Train l2: 0.9300, Vali l2: 0.8556
Epoch: 131, time: 0.081, Train Loss: 5.814e-02,Vali Loss: 4.445e-02, Train l2: 0.9154, Vali l2: 0.9549
Epoch: 132, time: 0.081, Train Loss: 5.514e-02,Vali Loss: 4.223e-02, Train l2: 0.9006, Vali l2: 0.8435
Epoch: 133, time: 0.079, Train Loss: 5.600e-02,Vali Loss: 4.187e-02, Train l2: 0.9267, Vali l2: 0.9360
Epoch: 134, time: 0.083, Train Loss: 5.768e-02,Vali Loss: 4.906e-02, Train l2: 0.9637, Vali l2: 0.9362
Epoch: 135, time: 0.086, Train Loss: 5.992e-02,Vali Loss: 4.299e-02, Train l2: 0.9430, Vali l2: 0.8805
Epoch: 136, time: 0.078, Train Loss: 5.689e-02,Vali Loss: 4.059e-02, Train l2: 0.9065, Vali l2: 0.8499
Epoch: 137, time: 0.081, Train Loss: 5.559e-02,Vali Loss: 3.922e-02, Train l2: 0.9015, Vali l2: 0.8282
Epoch: 138, time: 0.080, Train Loss: 5.712e-02,Vali Loss: 4.095e-02, Train l2: 0.9347, Vali l2: 0.8531
Epoch: 139, time: 0.080, Train Loss: 5.398e-02,Vali Loss: 4.339e-02, Train l2: 0.9139, Vali l2: 1.0508
Epoch: 140, time: 0.080, Train Loss: 5.883e-02,Vali Loss: 4.089e-02, Train l2: 0.9806, Vali l2: 0.9421
Epoch: 141, time: 0.081, Train Loss: 5.917e-02,Vali Loss: 4.510e-02, Train l2: 0.9367, Vali l2: 0.8791
Epoch: 142, time: 0.082, Train Loss: 5.635e-02,Vali Loss: 4.496e-02, Train l2: 0.9329, Vali l2: 0.9125
Epoch: 143, time: 0.082, Train Loss: 5.737e-02,Vali Loss: 4.100e-02, Train l2: 0.9427, Vali l2: 0.8432
Epoch: 144, time: 0.082, Train Loss: 5.811e-02,Vali Loss: 4.495e-02, Train l2: 0.9384, Vali l2: 0.9478
Epoch: 145, time: 0.081, Train Loss: 5.861e-02,Vali Loss: 4.259e-02, Train l2: 0.9523, Vali l2: 0.8443
Epoch: 146, time: 0.079, Train Loss: 5.749e-02,Vali Loss: 4.422e-02, Train l2: 0.9410, Vali l2: 0.9336
Epoch: 147, time: 0.081, Train Loss: 5.892e-02,Vali Loss: 4.266e-02, Train l2: 0.9392, Vali l2: 0.8606
Epoch: 148, time: 0.082, Train Loss: 5.834e-02,Vali Loss: 4.387e-02, Train l2: 0.9134, Vali l2: 0.8139
Epoch: 149, time: 0.080, Train Loss: 5.508e-02,Vali Loss: 4.028e-02, Train l2: 0.8903, Vali l2: 0.8101
Epoch: 150, time: 0.079, Train Loss: 5.538e-02,Vali Loss: 4.404e-02, Train l2: 0.9649, Vali l2: 0.9361
Epoch: 151, time: 0.082, Train Loss: 5.854e-02,Vali Loss: 4.436e-02, Train l2: 0.9855, Vali l2: 1.0162
Epoch: 152, time: 0.084, Train Loss: 6.091e-02,Vali Loss: 4.696e-02, Train l2: 0.9709, Vali l2: 0.9284
Epoch: 153, time: 0.081, Train Loss: 6.192e-02,Vali Loss: 4.740e-02, Train l2: 0.9325, Vali l2: 0.8754
Epoch: 154, time: 0.082, Train Loss: 5.939e-02,Vali Loss: 3.918e-02, Train l2: 0.9052, Vali l2: 0.9201
Epoch: 155, time: 0.078, Train Loss: 5.930e-02,Vali Loss: 4.246e-02, Train l2: 0.9495, Vali l2: 0.8597
Epoch: 156, time: 0.082, Train Loss: 6.052e-02,Vali Loss: 4.596e-02, Train l2: 0.9555, Vali l2: 0.8668
Epoch: 157, time: 0.082, Train Loss: 5.733e-02,Vali Loss: 4.651e-02, Train l2: 0.9404, Vali l2: 0.8873
Epoch: 158, time: 0.081, Train Loss: 6.476e-02,Vali Loss: 4.792e-02, Train l2: 1.0078, Vali l2: 0.9509
Epoch: 159, time: 0.081, Train Loss: 6.077e-02,Vali Loss: 4.477e-02, Train l2: 0.9440, Vali l2: 0.8989
Epoch: 160, time: 0.078, Train Loss: 5.676e-02,Vali Loss: 4.235e-02, Train l2: 0.9210, Vali l2: 0.8163
Epoch: 161, time: 0.079, Train Loss: 5.463e-02,Vali Loss: 3.742e-02, Train l2: 0.8882, Vali l2: 0.9753
Epoch: 162, time: 0.081, Train Loss: 5.595e-02,Vali Loss: 4.298e-02, Train l2: 0.9685, Vali l2: 1.0093
Epoch: 163, time: 0.082, Train Loss: 5.780e-02,Vali Loss: 4.279e-02, Train l2: 0.9672, Vali l2: 0.8727
Epoch: 164, time: 0.079, Train Loss: 5.900e-02,Vali Loss: 4.347e-02, Train l2: 0.9512, Vali l2: 0.8324
Epoch: 165, time: 0.082, Train Loss: 5.652e-02,Vali Loss: 4.690e-02, Train l2: 0.9287, Vali l2: 1.0655
Epoch: 166, time: 0.079, Train Loss: 6.446e-02,Vali Loss: 5.002e-02, Train l2: 1.0254, Vali l2: 0.9215
Epoch: 167, time: 0.080, Train Loss: 6.399e-02,Vali Loss: 4.740e-02, Train l2: 0.9780, Vali l2: 0.9507
Epoch: 168, time: 0.081, Train Loss: 6.176e-02,Vali Loss: 4.597e-02, Train l2: 0.9520, Vali l2: 0.9186
Epoch: 169, time: 0.082, Train Loss: 6.110e-02,Vali Loss: 4.761e-02, Train l2: 0.9297, Vali l2: 0.8617
Epoch: 170, time: 0.081, Train Loss: 5.932e-02,Vali Loss: 4.267e-02, Train l2: 0.9074, Vali l2: 0.8424
Epoch: 171, time: 0.080, Train Loss: 5.743e-02,Vali Loss: 4.431e-02, Train l2: 0.9143, Vali l2: 0.8964
Epoch: 172, time: 0.081, Train Loss: 6.017e-02,Vali Loss: 4.068e-02, Train l2: 0.9665, Vali l2: 0.9121
Epoch: 173, time: 0.079, Train Loss: 5.975e-02,Vali Loss: 4.198e-02, Train l2: 0.9439, Vali l2: 0.8649
Epoch: 174, time: 0.081, Train Loss: 5.922e-02,Vali Loss: 4.265e-02, Train l2: 0.9394, Vali l2: 0.8917
Epoch: 175, time: 0.080, Train Loss: 5.853e-02,Vali Loss: 4.161e-02, Train l2: 0.9270, Vali l2: 0.9095
Epoch: 176, time: 0.083, Train Loss: 5.754e-02,Vali Loss: 4.268e-02, Train l2: 0.9192, Vali l2: 0.9880
Epoch: 177, time: 0.078, Train Loss: 5.634e-02,Vali Loss: 4.415e-02, Train l2: 0.9081, Vali l2: 0.8827
Epoch: 178, time: 0.081, Train Loss: 5.847e-02,Vali Loss: 4.206e-02, Train l2: 0.9555, Vali l2: 0.8638
Epoch: 179, time: 0.081, Train Loss: 5.908e-02,Vali Loss: 4.487e-02, Train l2: 0.9214, Vali l2: 0.8693
Epoch: 180, time: 0.078, Train Loss: 6.045e-02,Vali Loss: 4.968e-02, Train l2: 0.9703, Vali l2: 0.8740
Epoch: 181, time: 0.082, Train Loss: 5.989e-02,Vali Loss: 4.328e-02, Train l2: 0.9306, Vali l2: 0.8282
Epoch: 182, time: 0.080, Train Loss: 6.060e-02,Vali Loss: 4.846e-02, Train l2: 0.9435, Vali l2: 0.8762
Epoch: 183, time: 0.079, Train Loss: 5.834e-02,Vali Loss: 4.396e-02, Train l2: 0.9227, Vali l2: 0.8576
Epoch: 184, time: 0.082, Train Loss: 5.597e-02,Vali Loss: 4.194e-02, Train l2: 0.9305, Vali l2: 0.8600
Epoch: 185, time: 0.081, Train Loss: 5.639e-02,Vali Loss: 3.943e-02, Train l2: 0.9288, Vali l2: 0.8709
Epoch: 186, time: 0.081, Train Loss: 5.886e-02,Vali Loss: 4.228e-02, Train l2: 0.9610, Vali l2: 0.8857
Epoch: 187, time: 0.081, Train Loss: 5.696e-02,Vali Loss: 4.368e-02, Train l2: 0.9237, Vali l2: 0.8276
Epoch: 188, time: 0.079, Train Loss: 5.622e-02,Vali Loss: 4.073e-02, Train l2: 0.9150, Vali l2: 0.8476
Epoch: 189, time: 0.084, Train Loss: 5.596e-02,Vali Loss: 3.955e-02, Train l2: 0.8998, Vali l2: 0.8382
Epoch: 190, time: 0.070, Train Loss: 5.384e-02,Vali Loss: 4.145e-02, Train l2: 0.8924, Vali l2: 1.0108
Epoch: 191, time: 0.070, Train Loss: 5.989e-02,Vali Loss: 4.018e-02, Train l2: 1.0202, Vali l2: 0.9190
Epoch: 192, time: 0.069, Train Loss: 5.890e-02,Vali Loss: 4.096e-02, Train l2: 0.9585, Vali l2: 0.8504
Epoch: 193, time: 0.069, Train Loss: 6.105e-02,Vali Loss: 4.290e-02, Train l2: 0.9535, Vali l2: 0.8575
Epoch: 194, time: 0.070, Train Loss: 5.790e-02,Vali Loss: 4.255e-02, Train l2: 0.9048, Vali l2: 0.8211
Epoch: 195, time: 0.070, Train Loss: 5.734e-02,Vali Loss: 4.306e-02, Train l2: 0.9483, Vali l2: 0.8885
Epoch: 196, time: 0.069, Train Loss: 6.008e-02,Vali Loss: 4.286e-02, Train l2: 1.0071, Vali l2: 0.8813
Epoch: 197, time: 0.069, Train Loss: 5.880e-02,Vali Loss: 4.536e-02, Train l2: 0.9430, Vali l2: 0.8701
Epoch: 198, time: 0.069, Train Loss: 5.739e-02,Vali Loss: 4.122e-02, Train l2: 0.9188, Vali l2: 0.8567
Epoch: 199, time: 0.068, Train Loss: 5.502e-02,Vali Loss: 4.434e-02, Train l2: 0.9065, Vali l2: 1.0483
Epoch: 200, time: 0.069, Train Loss: 6.084e-02,Vali Loss: 4.189e-02, Train l2: 1.0117, Vali l2: 0.8844
Epoch: 201, time: 0.069, Train Loss: 5.608e-02,Vali Loss: 4.094e-02, Train l2: 0.9125, Vali l2: 0.8477
Epoch: 202, time: 0.070, Train Loss: 5.551e-02,Vali Loss: 4.128e-02, Train l2: 0.8780, Vali l2: 0.9188
Epoch: 203, time: 0.068, Train Loss: 5.362e-02,Vali Loss: 4.157e-02, Train l2: 0.8734, Vali l2: 0.8663
Epoch: 204, time: 0.069, Train Loss: 5.800e-02,Vali Loss: 4.157e-02, Train l2: 1.0036, Vali l2: 0.8603
Epoch: 205, time: 0.067, Train Loss: 5.834e-02,Vali Loss: 4.712e-02, Train l2: 0.9452, Vali l2: 0.8768
Epoch: 206, time: 0.069, Train Loss: 5.755e-02,Vali Loss: 4.217e-02, Train l2: 0.9092, Vali l2: 0.8450
