Epoch: 0, time: 0.561, Train Loss: 1.889e+01,Vali Loss: 1.378e+01, Train l2: 0.7967, Vali l2: 0.5125
Epoch: 28, time: 0.135, Train Loss: 3.714e+00,Vali Loss: 2.987e+00, Train l2: 0.3327, Vali l2: 0.2698
Epoch: 29, time: 0.135, Train Loss: 3.821e+00,Vali Loss: 2.630e+00, Train l2: 0.3373, Vali l2: 0.2721
Epoch: 30, time: 0.134, Train Loss: 4.607e+00,Vali Loss: 3.142e+00, Train l2: 0.3651, Vali l2: 0.2836
Epoch: 31, time: 0.136, Train Loss: 2.968e+00,Vali Loss: 2.673e+00, Train l2: 0.3106, Vali l2: 0.2571
Epoch: 32, time: 0.137, Train Loss: 3.275e+00,Vali Loss: 2.542e+00, Train l2: 0.3075, Vali l2: 0.2588
Epoch: 33, time: 0.134, Train Loss: 2.776e+00,Vali Loss: 5.898e+00, Train l2: 0.2934, Vali l2: 0.3235
Epoch: 34, time: 0.136, Train Loss: 3.033e+00,Vali Loss: 3.883e+00, Train l2: 0.2925, Vali l2: 0.2813
Epoch: 35, time: 0.135, Train Loss: 2.472e+00,Vali Loss: 5.269e+00, Train l2: 0.2742, Vali l2: 0.2997
Epoch: 36, time: 0.135, Train Loss: 2.519e+00,Vali Loss: 2.670e+00, Train l2: 0.2674, Vali l2: 0.2497
Epoch: 37, time: 0.136, Train Loss: 3.302e+00,Vali Loss: 6.698e+00, Train l2: 0.2912, Vali l2: 0.3357
Epoch: 38, time: 0.135, Train Loss: 2.681e+00,Vali Loss: 6.178e+00, Train l2: 0.2726, Vali l2: 0.3115
Epoch: 39, time: 0.135, Train Loss: 2.667e+00,Vali Loss: 2.396e+00, Train l2: 0.2712, Vali l2: 0.2398
Epoch: 40, time: 0.136, Train Loss: 3.057e+00,Vali Loss: 2.768e+00, Train l2: 0.2875, Vali l2: 0.2576
Epoch: 41, time: 0.136, Train Loss: 2.261e+00,Vali Loss: 2.949e+00, Train l2: 0.2516, Vali l2: 0.2445
Epoch: 42, time: 0.136, Train Loss: 2.726e+00,Vali Loss: 6.295e+00, Train l2: 0.2609, Vali l2: 0.3174
Epoch: 43, time: 0.136, Train Loss: 2.669e+00,Vali Loss: 5.557e+00, Train l2: 0.2613, Vali l2: 0.2959
Epoch: 44, time: 0.135, Train Loss: 2.793e+00,Vali Loss: 3.298e+00, Train l2: 0.2554, Vali l2: 0.2672
Epoch: 45, time: 0.136, Train Loss: 2.366e+00,Vali Loss: 5.681e+00, Train l2: 0.2495, Vali l2: 0.2901
Epoch: 46, time: 0.136, Train Loss: 2.021e+00,Vali Loss: 2.673e+00, Train l2: 0.2364, Vali l2: 0.2386
Epoch: 47, time: 0.136, Train Loss: 3.681e+00,Vali Loss: 3.612e+00, Train l2: 0.2777, Vali l2: 0.2749
Epoch: 48, time: 0.136, Train Loss: 6.696e+00,Vali Loss: 7.454e+00, Train l2: 0.3728, Vali l2: 0.3538
Epoch: 49, time: 0.134, Train Loss: 2.706e+00,Vali Loss: 5.288e+00, Train l2: 0.2825, Vali l2: 0.3062
Epoch: 50, time: 0.134, Train Loss: 2.726e+00,Vali Loss: 2.772e+00, Train l2: 0.2596, Vali l2: 0.2434
Epoch: 51, time: 0.135, Train Loss: 2.358e+00,Vali Loss: 3.835e+00, Train l2: 0.2455, Vali l2: 0.2648
Epoch: 52, time: 0.135, Train Loss: 2.210e+00,Vali Loss: 5.632e+00, Train l2: 0.2346, Vali l2: 0.2953
Epoch: 53, time: 0.137, Train Loss: 2.989e+00,Vali Loss: 6.509e+00, Train l2: 0.2476, Vali l2: 0.2957
Epoch: 54, time: 0.137, Train Loss: 2.184e+00,Vali Loss: 7.042e+00, Train l2: 0.2236, Vali l2: 0.3065
Epoch: 55, time: 0.135, Train Loss: 3.843e+00,Vali Loss: 7.613e+00, Train l2: 0.2777, Vali l2: 0.3564
Epoch: 56, time: 0.136, Train Loss: 4.526e+00,Vali Loss: 3.802e+00, Train l2: 0.3009, Vali l2: 0.2660
Epoch: 57, time: 0.136, Train Loss: 2.118e+00,Vali Loss: 5.942e+00, Train l2: 0.2308, Vali l2: 0.3064
Epoch: 58, time: 0.136, Train Loss: 2.300e+00,Vali Loss: 2.104e+00, Train l2: 0.2260, Vali l2: 0.2140
Epoch: 59, time: 0.136, Train Loss: 1.886e+00,Vali Loss: 2.102e+00, Train l2: 0.2107, Vali l2: 0.2089
Epoch: 60, time: 0.138, Train Loss: 2.747e+00,Vali Loss: 3.878e+00, Train l2: 0.2293, Vali l2: 0.2858
Epoch: 61, time: 0.136, Train Loss: 4.566e+00,Vali Loss: 2.918e+00, Train l2: 0.2818, Vali l2: 0.2437
Epoch: 62, time: 0.134, Train Loss: 2.482e+00,Vali Loss: 2.678e+00, Train l2: 0.2392, Vali l2: 0.2272
Epoch: 63, time: 0.137, Train Loss: 1.847e+00,Vali Loss: 6.812e+00, Train l2: 0.2130, Vali l2: 0.3020
Epoch: 64, time: 0.135, Train Loss: 1.783e+00,Vali Loss: 2.150e+00, Train l2: 0.2009, Vali l2: 0.2101
Epoch: 65, time: 0.135, Train Loss: 2.732e+00,Vali Loss: 2.154e+00, Train l2: 0.2249, Vali l2: 0.2122
Epoch: 66, time: 0.138, Train Loss: 2.041e+00,Vali Loss: 2.863e+00, Train l2: 0.2078, Vali l2: 0.2198
Epoch: 67, time: 0.135, Train Loss: 2.256e+00,Vali Loss: 4.771e+00, Train l2: 0.2035, Vali l2: 0.2585
Epoch: 68, time: 0.134, Train Loss: 1.479e+00,Vali Loss: 2.550e+00, Train l2: 0.1871, Vali l2: 0.2057
Epoch: 69, time: 0.136, Train Loss: 1.591e+00,Vali Loss: 5.854e+00, Train l2: 0.1855, Vali l2: 0.2731
Epoch: 70, time: 0.137, Train Loss: 3.177e+00,Vali Loss: 3.417e+00, Train l2: 0.2239, Vali l2: 0.2411
Epoch: 71, time: 0.136, Train Loss: 3.230e+00,Vali Loss: 6.207e+00, Train l2: 0.2451, Vali l2: 0.2953
Epoch: 72, time: 0.137, Train Loss: 1.418e+00,Vali Loss: 6.434e+00, Train l2: 0.1940, Vali l2: 0.2869
Epoch: 73, time: 0.136, Train Loss: 2.260e+00,Vali Loss: 5.317e+00, Train l2: 0.2082, Vali l2: 0.2713
Epoch: 74, time: 0.136, Train Loss: 1.738e+00,Vali Loss: 4.029e+00, Train l2: 0.1857, Vali l2: 0.2475
Epoch: 75, time: 0.135, Train Loss: 1.927e+00,Vali Loss: 5.937e+00, Train l2: 0.1898, Vali l2: 0.2815
Epoch: 76, time: 0.136, Train Loss: 2.204e+00,Vali Loss: 2.672e+00, Train l2: 0.2007, Vali l2: 0.2147
Epoch: 77, time: 0.136, Train Loss: 1.626e+00,Vali Loss: 2.735e+00, Train l2: 0.1810, Vali l2: 0.2185
Epoch: 78, time: 0.136, Train Loss: 1.215e+00,Vali Loss: 4.605e+00, Train l2: 0.1700, Vali l2: 0.2535
Epoch: 79, time: 0.134, Train Loss: 4.434e+00,Vali Loss: 3.655e+00, Train l2: 0.2726, Vali l2: 0.2578
Epoch: 80, time: 0.135, Train Loss: 2.455e+00,Vali Loss: 3.311e+00, Train l2: 0.2144, Vali l2: 0.2247
Epoch: 81, time: 0.135, Train Loss: 1.431e+00,Vali Loss: 4.184e+00, Train l2: 0.1781, Vali l2: 0.2437
Epoch: 82, time: 0.136, Train Loss: 1.801e+00,Vali Loss: 3.254e+00, Train l2: 0.1807, Vali l2: 0.2316
Epoch: 83, time: 0.133, Train Loss: 3.969e+00,Vali Loss: 6.761e+00, Train l2: 0.2524, Vali l2: 0.2907
Epoch: 84, time: 0.136, Train Loss: 1.672e+00,Vali Loss: 2.820e+00, Train l2: 0.1905, Vali l2: 0.2145
Epoch: 85, time: 0.141, Train Loss: 3.059e+00,Vali Loss: 3.260e+00, Train l2: 0.2227, Vali l2: 0.2438
Epoch: 86, time: 0.131, Train Loss: 2.374e+00,Vali Loss: 2.795e+00, Train l2: 0.2098, Vali l2: 0.2017
Epoch: 87, time: 0.137, Train Loss: 2.275e+00,Vali Loss: 6.125e+00, Train l2: 0.1908, Vali l2: 0.2693
Epoch: 88, time: 0.137, Train Loss: 2.725e+00,Vali Loss: 5.607e+00, Train l2: 0.2080, Vali l2: 0.2722
Epoch: 89, time: 0.137, Train Loss: 2.295e+00,Vali Loss: 5.721e+00, Train l2: 0.2001, Vali l2: 0.2700
Epoch: 90, time: 0.137, Train Loss: 1.548e+00,Vali Loss: 2.349e+00, Train l2: 0.1769, Vali l2: 0.1964
Epoch: 91, time: 0.136, Train Loss: 1.590e+00,Vali Loss: 2.363e+00, Train l2: 0.1702, Vali l2: 0.1905
Epoch: 92, time: 0.136, Train Loss: 1.311e+00,Vali Loss: 2.902e+00, Train l2: 0.1596, Vali l2: 0.2051
Epoch: 93, time: 0.139, Train Loss: 1.509e+00,Vali Loss: 6.642e+00, Train l2: 0.1675, Vali l2: 0.2929
Epoch: 94, time: 0.133, Train Loss: 2.803e+00,Vali Loss: 6.073e+00, Train l2: 0.1953, Vali l2: 0.2711
Epoch: 95, time: 0.136, Train Loss: 1.293e+00,Vali Loss: 2.905e+00, Train l2: 0.1618, Vali l2: 0.2122
Epoch: 96, time: 0.135, Train Loss: 4.055e+00,Vali Loss: 1.006e+01, Train l2: 0.2379, Vali l2: 0.3536
Epoch: 97, time: 0.134, Train Loss: 1.969e+00,Vali Loss: 2.731e+00, Train l2: 0.1970, Vali l2: 0.2227
Epoch: 98, time: 0.136, Train Loss: 2.030e+00,Vali Loss: 2.074e+00, Train l2: 0.1957, Vali l2: 0.2067
Epoch: 99, time: 0.137, Train Loss: 1.603e+00,Vali Loss: 2.169e+00, Train l2: 0.1730, Vali l2: 0.1848
Epoch: 100, time: 0.136, Train Loss: 1.312e+00,Vali Loss: 4.093e+00, Train l2: 0.1580, Vali l2: 0.2274
Epoch: 101, time: 0.135, Train Loss: 1.339e+00,Vali Loss: 2.533e+00, Train l2: 0.1568, Vali l2: 0.1933
Epoch: 102, time: 0.135, Train Loss: 9.224e-01,Vali Loss: 4.695e+00, Train l2: 0.1462, Vali l2: 0.2410
Epoch: 103, time: 0.135, Train Loss: 1.307e+00,Vali Loss: 2.417e+00, Train l2: 0.1515, Vali l2: 0.1843
Epoch: 104, time: 0.134, Train Loss: 1.680e+00,Vali Loss: 4.343e+00, Train l2: 0.1645, Vali l2: 0.2294
Epoch: 105, time: 0.135, Train Loss: 1.137e+00,Vali Loss: 3.680e+00, Train l2: 0.1509, Vali l2: 0.2169
Epoch: 106, time: 0.137, Train Loss: 1.313e+00,Vali Loss: 8.531e+00, Train l2: 0.1553, Vali l2: 0.3035
Epoch: 107, time: 0.136, Train Loss: 2.314e+00,Vali Loss: 2.388e+00, Train l2: 0.1759, Vali l2: 0.1866
Epoch: 108, time: 0.136, Train Loss: 1.661e+00,Vali Loss: 2.649e+00, Train l2: 0.1650, Vali l2: 0.1901
Epoch: 109, time: 0.137, Train Loss: 2.022e+00,Vali Loss: 2.884e+00, Train l2: 0.1660, Vali l2: 0.1920
Epoch: 110, time: 0.137, Train Loss: 9.976e-01,Vali Loss: 4.713e+00, Train l2: 0.1466, Vali l2: 0.2401
Epoch: 111, time: 0.136, Train Loss: 1.545e+00,Vali Loss: 4.750e+00, Train l2: 0.1594, Vali l2: 0.2483
Epoch: 112, time: 0.136, Train Loss: 1.586e+00,Vali Loss: 4.524e+00, Train l2: 0.1601, Vali l2: 0.2362
Epoch: 113, time: 0.137, Train Loss: 1.074e+00,Vali Loss: 2.360e+00, Train l2: 0.1467, Vali l2: 0.1853
Epoch: 114, time: 0.138, Train Loss: 1.005e+00,Vali Loss: 5.953e+00, Train l2: 0.1448, Vali l2: 0.2608
Epoch: 115, time: 0.135, Train Loss: 1.423e+00,Vali Loss: 3.781e+00, Train l2: 0.1522, Vali l2: 0.2202
Epoch: 116, time: 0.135, Train Loss: 1.535e+00,Vali Loss: 2.372e+00, Train l2: 0.1501, Vali l2: 0.1809
Epoch: 117, time: 0.138, Train Loss: 1.728e+00,Vali Loss: 2.414e+00, Train l2: 0.1662, Vali l2: 0.1806
Epoch: 118, time: 0.134, Train Loss: 1.615e+00,Vali Loss: 3.525e+00, Train l2: 0.1593, Vali l2: 0.2150
Epoch: 119, time: 0.136, Train Loss: 1.526e+00,Vali Loss: 1.678e+00, Train l2: 0.1597, Vali l2: 0.1808
Epoch: 120, time: 0.135, Train Loss: 1.772e+00,Vali Loss: 3.294e+00, Train l2: 0.1669, Vali l2: 0.1997
Epoch: 121, time: 0.135, Train Loss: 8.849e-01,Vali Loss: 2.480e+00, Train l2: 0.1416, Vali l2: 0.1814
Epoch: 122, time: 0.136, Train Loss: 1.295e+00,Vali Loss: 6.383e+00, Train l2: 0.1460, Vali l2: 0.2614
Epoch: 123, time: 0.136, Train Loss: 1.161e+00,Vali Loss: 3.660e+00, Train l2: 0.1422, Vali l2: 0.2111
Epoch: 124, time: 0.137, Train Loss: 1.753e+00,Vali Loss: 5.964e+00, Train l2: 0.1589, Vali l2: 0.2521
Epoch: 125, time: 0.137, Train Loss: 3.007e+00,Vali Loss: 8.638e+00, Train l2: 0.1950, Vali l2: 0.3004
Epoch: 126, time: 0.136, Train Loss: 1.682e+00,Vali Loss: 3.356e+00, Train l2: 0.1600, Vali l2: 0.2071
Epoch: 127, time: 0.137, Train Loss: 1.155e+00,Vali Loss: 2.479e+00, Train l2: 0.1448, Vali l2: 0.1864
Epoch: 128, time: 0.136, Train Loss: 1.376e+00,Vali Loss: 2.449e+00, Train l2: 0.1526, Vali l2: 0.1818
Epoch: 129, time: 0.134, Train Loss: 1.095e+00,Vali Loss: 3.475e+00, Train l2: 0.1429, Vali l2: 0.2097
Epoch: 130, time: 0.136, Train Loss: 1.851e+00,Vali Loss: 3.197e+00, Train l2: 0.1570, Vali l2: 0.2056
Epoch: 131, time: 0.136, Train Loss: 1.021e+00,Vali Loss: 3.042e+00, Train l2: 0.1379, Vali l2: 0.1963
Epoch: 132, time: 0.136, Train Loss: 1.486e+00,Vali Loss: 2.506e+00, Train l2: 0.1492, Vali l2: 0.1826
Epoch: 133, time: 0.136, Train Loss: 8.804e-01,Vali Loss: 3.761e+00, Train l2: 0.1343, Vali l2: 0.2172
Epoch: 134, time: 0.139, Train Loss: 9.692e-01,Vali Loss: 3.598e+00, Train l2: 0.1364, Vali l2: 0.2061
Epoch: 135, time: 0.136, Train Loss: 1.309e+00,Vali Loss: 2.602e+00, Train l2: 0.1419, Vali l2: 0.1895
Epoch: 136, time: 0.135, Train Loss: 1.026e+00,Vali Loss: 2.534e+00, Train l2: 0.1385, Vali l2: 0.1783
Epoch: 137, time: 0.136, Train Loss: 1.068e+00,Vali Loss: 2.374e+00, Train l2: 0.1388, Vali l2: 0.1712
Epoch: 138, time: 0.137, Train Loss: 1.021e+00,Vali Loss: 2.758e+00, Train l2: 0.1370, Vali l2: 0.1854
Epoch: 139, time: 0.136, Train Loss: 8.036e-01,Vali Loss: 3.172e+00, Train l2: 0.1299, Vali l2: 0.1954
Epoch: 140, time: 0.135, Train Loss: 1.189e+00,Vali Loss: 2.365e+00, Train l2: 0.1371, Vali l2: 0.1773
Epoch: 141, time: 0.136, Train Loss: 9.325e-01,Vali Loss: 2.402e+00, Train l2: 0.1340, Vali l2: 0.1716
Epoch: 142, time: 0.135, Train Loss: 2.675e+00,Vali Loss: 6.332e+00, Train l2: 0.1741, Vali l2: 0.2648
Epoch: 143, time: 0.135, Train Loss: 2.204e+00,Vali Loss: 6.936e+00, Train l2: 0.1832, Vali l2: 0.2719
Epoch: 144, time: 0.135, Train Loss: 1.338e+00,Vali Loss: 4.216e+00, Train l2: 0.1481, Vali l2: 0.2259
Epoch: 145, time: 0.136, Train Loss: 1.136e+00,Vali Loss: 2.787e+00, Train l2: 0.1444, Vali l2: 0.1937
Epoch: 146, time: 0.134, Train Loss: 1.436e+00,Vali Loss: 2.882e+00, Train l2: 0.1479, Vali l2: 0.1871
Epoch: 147, time: 0.135, Train Loss: 9.840e-01,Vali Loss: 2.460e+00, Train l2: 0.1343, Vali l2: 0.1748
Epoch: 148, time: 0.133, Train Loss: 1.545e+00,Vali Loss: 2.491e+00, Train l2: 0.1530, Vali l2: 0.1760
Epoch: 149, time: 0.137, Train Loss: 9.982e-01,Vali Loss: 2.498e+00, Train l2: 0.1366, Vali l2: 0.1748
Epoch: 150, time: 0.137, Train Loss: 1.032e+00,Vali Loss: 2.335e+00, Train l2: 0.1350, Vali l2: 0.1680
Epoch: 151, time: 0.137, Train Loss: 9.877e-01,Vali Loss: 7.252e+00, Train l2: 0.1338, Vali l2: 0.2661
Epoch: 152, time: 0.135, Train Loss: 1.015e+00,Vali Loss: 2.017e+00, Train l2: 0.1360, Vali l2: 0.1746
Epoch: 153, time: 0.135, Train Loss: 1.829e+00,Vali Loss: 5.540e+00, Train l2: 0.1568, Vali l2: 0.2451
Epoch: 154, time: 0.137, Train Loss: 1.385e+00,Vali Loss: 2.406e+00, Train l2: 0.1413, Vali l2: 0.1697
Epoch: 155, time: 0.137, Train Loss: 1.317e+00,Vali Loss: 2.267e+00, Train l2: 0.1378, Vali l2: 0.1670
Epoch: 156, time: 0.133, Train Loss: 1.332e+00,Vali Loss: 3.483e+00, Train l2: 0.1444, Vali l2: 0.1982
Epoch: 157, time: 0.138, Train Loss: 9.179e-01,Vali Loss: 2.840e+00, Train l2: 0.1323, Vali l2: 0.1868
Epoch: 158, time: 0.136, Train Loss: 1.147e+00,Vali Loss: 2.390e+00, Train l2: 0.1365, Vali l2: 0.1760
Epoch: 159, time: 0.136, Train Loss: 1.296e+00,Vali Loss: 2.888e+00, Train l2: 0.1450, Vali l2: 0.1924
Epoch: 160, time: 0.135, Train Loss: 1.263e+00,Vali Loss: 2.803e+00, Train l2: 0.1399, Vali l2: 0.1842
Epoch: 161, time: 0.137, Train Loss: 8.232e-01,Vali Loss: 3.881e+00, Train l2: 0.1285, Vali l2: 0.2053
Epoch: 162, time: 0.136, Train Loss: 7.555e-01,Vali Loss: 2.697e+00, Train l2: 0.1268, Vali l2: 0.1791
Epoch: 163, time: 0.135, Train Loss: 1.051e+00,Vali Loss: 2.521e+00, Train l2: 0.1335, Vali l2: 0.1759
Epoch: 164, time: 0.137, Train Loss: 1.420e+00,Vali Loss: 2.427e+00, Train l2: 0.1401, Vali l2: 0.1755
Epoch: 165, time: 0.137, Train Loss: 2.462e+00,Vali Loss: 8.177e+00, Train l2: 0.1699, Vali l2: 0.2756
Epoch: 166, time: 0.137, Train Loss: 1.402e+00,Vali Loss: 2.065e+00, Train l2: 0.1386, Vali l2: 0.1760
Epoch: 167, time: 0.137, Train Loss: 3.949e+00,Vali Loss: 2.084e+00, Train l2: 0.2256, Vali l2: 0.1981
Epoch: 168, time: 0.136, Train Loss: 1.343e+00,Vali Loss: 3.652e+00, Train l2: 0.1541, Vali l2: 0.2068
Epoch: 169, time: 0.135, Train Loss: 8.516e-01,Vali Loss: 2.323e+00, Train l2: 0.1296, Vali l2: 0.1652
Epoch: 170, time: 0.137, Train Loss: 9.745e-01,Vali Loss: 3.105e+00, Train l2: 0.1281, Vali l2: 0.1903
Epoch: 171, time: 0.137, Train Loss: 1.131e+00,Vali Loss: 5.022e+00, Train l2: 0.1323, Vali l2: 0.2334
Epoch: 172, time: 0.136, Train Loss: 1.147e+00,Vali Loss: 7.169e+00, Train l2: 0.1308, Vali l2: 0.2680
Epoch: 173, time: 0.134, Train Loss: 6.446e-01,Vali Loss: 4.208e+00, Train l2: 0.1186, Vali l2: 0.2133
Epoch: 174, time: 0.137, Train Loss: 2.012e+00,Vali Loss: 8.830e+00, Train l2: 0.1567, Vali l2: 0.2930
Epoch: 175, time: 0.136, Train Loss: 3.180e+00,Vali Loss: 2.363e+00, Train l2: 0.1918, Vali l2: 0.1846
Epoch: 176, time: 0.136, Train Loss: 1.251e+00,Vali Loss: 3.798e+00, Train l2: 0.1429, Vali l2: 0.2042
Epoch: 177, time: 0.136, Train Loss: 1.140e+00,Vali Loss: 2.358e+00, Train l2: 0.1313, Vali l2: 0.1683
Epoch: 178, time: 0.136, Train Loss: 1.262e+00,Vali Loss: 5.276e+00, Train l2: 0.1356, Vali l2: 0.2428
Epoch: 179, time: 0.136, Train Loss: 1.572e+00,Vali Loss: 4.374e+00, Train l2: 0.1408, Vali l2: 0.2160
Epoch: 180, time: 0.137, Train Loss: 1.732e+00,Vali Loss: 7.227e+00, Train l2: 0.1421, Vali l2: 0.2634
Epoch: 181, time: 0.134, Train Loss: 1.567e+00,Vali Loss: 2.182e+00, Train l2: 0.1426, Vali l2: 0.1629
Epoch: 182, time: 0.135, Train Loss: 1.361e+00,Vali Loss: 4.746e+00, Train l2: 0.1373, Vali l2: 0.2245
Epoch: 183, time: 0.137, Train Loss: 9.228e-01,Vali Loss: 3.297e+00, Train l2: 0.1252, Vali l2: 0.1923
Epoch: 184, time: 0.137, Train Loss: 7.966e-01,Vali Loss: 7.034e+00, Train l2: 0.1196, Vali l2: 0.2614
Epoch: 185, time: 0.134, Train Loss: 1.347e+00,Vali Loss: 2.609e+00, Train l2: 0.1308, Vali l2: 0.1803
Epoch: 186, time: 0.135, Train Loss: 9.831e-01,Vali Loss: 4.810e+00, Train l2: 0.1281, Vali l2: 0.2357
Epoch: 187, time: 0.135, Train Loss: 1.340e+00,Vali Loss: 4.911e+00, Train l2: 0.1343, Vali l2: 0.2352
Epoch: 188, time: 0.136, Train Loss: 1.330e+00,Vali Loss: 2.262e+00, Train l2: 0.1309, Vali l2: 0.1667
Epoch: 189, time: 0.136, Train Loss: 8.200e-01,Vali Loss: 5.992e+00, Train l2: 0.1244, Vali l2: 0.2428
Epoch: 190, time: 0.135, Train Loss: 1.285e+00,Vali Loss: 2.323e+00, Train l2: 0.1315, Vali l2: 0.1666
Epoch: 191, time: 0.135, Train Loss: 1.790e+00,Vali Loss: 4.521e+00, Train l2: 0.1423, Vali l2: 0.2137
Epoch: 192, time: 0.137, Train Loss: 9.070e-01,Vali Loss: 2.238e+00, Train l2: 0.1259, Vali l2: 0.1621
Epoch: 193, time: 0.137, Train Loss: 1.861e+00,Vali Loss: 5.348e+00, Train l2: 0.1434, Vali l2: 0.2331
Epoch: 194, time: 0.137, Train Loss: 2.985e+00,Vali Loss: 2.053e+00, Train l2: 0.1819, Vali l2: 0.1783
Epoch: 195, time: 0.135, Train Loss: 1.496e+00,Vali Loss: 3.220e+00, Train l2: 0.1545, Vali l2: 0.1865
Epoch: 196, time: 0.138, Train Loss: 6.435e-01,Vali Loss: 7.328e+00, Train l2: 0.1225, Vali l2: 0.2637
Epoch: 197, time: 0.138, Train Loss: 1.527e+00,Vali Loss: 2.249e+00, Train l2: 0.1401, Vali l2: 0.1668
Epoch: 198, time: 0.136, Train Loss: 8.434e-01,Vali Loss: 4.132e+00, Train l2: 0.1268, Vali l2: 0.2070
Epoch: 199, time: 0.136, Train Loss: 1.256e+00,Vali Loss: 2.561e+00, Train l2: 0.1269, Vali l2: 0.1659
Epoch: 200, time: 0.135, Train Loss: 1.211e+00,Vali Loss: 6.058e+00, Train l2: 0.1288, Vali l2: 0.2533
Epoch: 201, time: 0.135, Train Loss: 1.963e+00,Vali Loss: 2.287e+00, Train l2: 0.1485, Vali l2: 0.1583
Epoch: 202, time: 0.136, Train Loss: 1.450e+00,Vali Loss: 2.495e+00, Train l2: 0.1303, Vali l2: 0.1630
Epoch: 203, time: 0.136, Train Loss: 1.005e+00,Vali Loss: 4.539e+00, Train l2: 0.1206, Vali l2: 0.2196
Epoch: 204, time: 0.142, Train Loss: 9.432e-01,Vali Loss: 3.452e+00, Train l2: 0.1165, Vali l2: 0.1947
Epoch: 205, time: 0.136, Train Loss: 1.354e+00,Vali Loss: 7.214e+00, Train l2: 0.1319, Vali l2: 0.2669
Epoch: 206, time: 0.135, Train Loss: 1.645e+00,Vali Loss: 2.285e+00, Train l2: 0.1365, Vali l2: 0.1603
